land_id,farmer_id,date,ndvi,cloud_cover
LAND000044,FRM000044,2024-11-30,0.779,7.7
LAND000044,FRM000044,2024-12-30,0.844,24.3
LAND000044,FRM000044,2025-01-29,0.847,28.7
LAND000044,FRM000044,2025-02-28,0.9,23.3
LAND000044,FRM000044,2025-03-30,0.861,35.7
LAND000044,FRM000044,2025-04-29,0.829,29.3
LAND000044,FRM000044,2025-05-29,0.712,10.6
LAND000044,FRM000044,2025-06-28,0.638,33.3
LAND000044,FRM000044,2025-07-28,0.684,29.1
LAND000044,FRM000044,2025-08-27,0.518,25.4
LAND000044,FRM000044,2025-09-26,0.558,22.5
LAND000044,FRM000044,2025-10-26,0.536,34.0
LAND000045,FRM000045,2024-11-30,0.428,17.6
LAND000045,FRM000045,2024-12-30,0.423,22.0
LAND000045,FRM000045,2025-01-29,0.475,38.4
LAND000045,FRM000045,2025-02-28,0.529,26.4
LAND000045,FRM000045,2025-03-30,0.418,16.5
LAND000045,FRM000045,2025-04-29,0.396,12.0
LAND000045,FRM000045,2025-05-29,0.297,8.2
LAND000045,FRM000045,2025-06-28,0.311,7.6
LAND000045,FRM000045,2025-07-28,0.214,35.4
LAND000045,FRM000045,2025-08-27,0.173,31.0
LAND000045,FRM000045,2025-09-26,0.257,10.8
LAND000045,FRM000045,2025-10-26,0.276,35.5
LAND000046,FRM000046,2024-11-30,0.629,23.5
LAND000046,FRM000046,2024-12-30,0.656,4.1
LAND000046,FRM000046,2025-01-29,0.702,31.4
LAND000046,FRM000046,2025-02-28,0.825,19.7
LAND000046,FRM000046,2025-03-30,0.768,10.1
LAND000046,FRM000046,2025-04-29,0.665,19.6
LAND000046,FRM000046,2025-05-29,0.665,26.6
LAND000046,FRM000046,2025-06-28,0.572,15.1
LAND000046,FRM000046,2025-07-28,0.622,10.1
LAND000046,FRM000046,2025-08-27,0.608,26.3
LAND000046,FRM000046,2025-09-26,0.552,40.0
LAND000046,FRM000046,2025-10-26,0.593,24.9
LAND000047,FRM000047,2024-11-30,0.542,24.2
LAND000047,FRM000047,2024-12-30,0.646,2.0
LAND000047,FRM000047,2025-01-29,0.834,2.5
LAND000047,FRM000047,2025-02-28,0.717,28.8
LAND000047,FRM000047,2025-03-30,0.739,39.3
LAND000047,FRM000047,2025-04-29,0.609,27.6
LAND000047,FRM000047,2025-05-29,0.704,34.1
LAND000047,FRM000047,2025-06-28,0.55,14.3
LAND000047,FRM000047,2025-07-28,0.473,18.0
LAND000047,FRM000047,2025-08-27,0.537,31.9
LAND000047,FRM000047,2025-09-26,0.614,30.2
LAND000047,FRM000047,2025-10-26,0.577,24.9
LAND000048,FRM000048,2024-11-30,0.9,29.1
LAND000048,FRM000048,2024-12-30,0.9,25.2
LAND000048,FRM000048,2025-01-29,0.872,38.8
LAND000048,FRM000048,2025-02-28,0.863,4.5
LAND000048,FRM000048,2025-03-30,0.9,33.5
LAND000048,FRM000048,2025-04-29,0.825,6.5
LAND000048,FRM000048,2025-05-29,0.855,28.2
LAND000048,FRM000048,2025-06-28,0.818,9.5
LAND000048,FRM000048,2025-07-28,0.742,35.7
LAND000048,FRM000048,2025-08-27,0.683,16.5
LAND000048,FRM000048,2025-09-26,0.812,38.5
LAND000048,FRM000048,2025-10-26,0.793,24.3
LAND000049,FRM000049,2024-11-30,0.612,11.5
LAND000049,FRM000049,2024-12-30,0.637,22.4
LAND000049,FRM000049,2025-01-29,0.635,36.9
LAND000049,FRM000049,2025-02-28,0.621,8.3
LAND000049,FRM000049,2025-03-30,0.734,8.4
LAND000049,FRM000049,2025-04-29,0.658,21.5
LAND000049,FRM000049,2025-05-29,0.603,18.9
LAND000049,FRM000049,2025-06-28,0.578,38.4
LAND000049,FRM000049,2025-07-28,0.497,29.2
LAND000049,FRM000049,2025-08-27,0.459,29.4
LAND000049,FRM000049,2025-09-26,0.441,34.3
LAND000049,FRM000049,2025-10-26,0.449,9.3
LAND000050,FRM000050,2024-11-30,0.288,8.8
LAND000050,FRM000050,2024-12-30,0.313,37.0
LAND000050,FRM000050,2025-01-29,0.383,2.5
LAND000050,FRM000050,2025-02-28,0.447,28.6
LAND000050,FRM000050,2025-03-30,0.39,22.4
LAND000050,FRM000050,2025-04-29,0.338,13.5
LAND000050,FRM000050,2025-05-29,0.299,27.9
LAND000050,FRM000050,2025-06-28,0.225,26.9
LAND000050,FRM000050,2025-07-28,0.224,30.0
LAND000050,FRM000050,2025-08-27,0.123,12.7
LAND000050,FRM000050,2025-09-26,0.1,10.3
LAND000050,FRM000050,2025-10-26,0.2,1.0
LAND000051,FRM000051,2024-11-30,0.763,0.1
LAND000051,FRM000051,2024-12-30,0.699,11.3
LAND000051,FRM000051,2025-01-29,0.831,24.3
LAND000051,FRM000051,2025-02-28,0.877,16.1
LAND000051,FRM000051,2025-03-30,0.761,32.7
LAND000051,FRM000051,2025-04-29,0.8,4.7
LAND000051,FRM000051,2025-05-29,0.653,29.9
LAND000051,FRM000051,2025-06-28,0.726,22.0
LAND000051,FRM000051,2025-07-28,0.56,25.5
LAND000051,FRM000051,2025-08-27,0.596,39.0
LAND000051,FRM000051,2025-09-26,0.648,20.1
LAND000051,FRM000051,2025-10-26,0.637,26.5
LAND000052,FRM000052,2024-11-30,0.454,13.6
LAND000052,FRM000052,2024-12-30,0.652,28.8
LAND000052,FRM000052,2025-01-29,0.635,14.2
LAND000052,FRM000052,2025-02-28,0.655,7.1
LAND000052,FRM000052,2025-03-30,0.729,19.3
LAND000052,FRM000052,2025-04-29,0.723,15.6
LAND000052,FRM000052,2025-05-29,0.612,17.9
LAND000052,FRM000052,2025-06-28,0.557,22.0
LAND000052,FRM000052,2025-07-28,0.381,10.3
LAND000052,FRM000052,2025-08-27,0.6,32.7
LAND000052,FRM000052,2025-09-26,0.518,7.8
LAND000052,FRM000052,2025-10-26,0.558,3.5
LAND000053,FRM000053,2024-11-30,0.596,26.9
LAND000053,FRM000053,2024-12-30,0.693,21.2
LAND000053,FRM000053,2025-01-29,0.781,16.9
LAND000053,FRM000053,2025-02-28,0.844,8.0
LAND000053,FRM000053,2025-03-30,0.766,26.1
LAND000053,FRM000053,2025-04-29,0.632,31.2
LAND000053,FRM000053,2025-05-29,0.67,13.8
LAND000053,FRM000053,2025-06-28,0.639,29.7
LAND000053,FRM000053,2025-07-28,0.687,22.0
LAND000053,FRM000053,2025-08-27,0.606,37.2
LAND000053,FRM000053,2025-09-26,0.754,10.2
LAND000053,FRM000053,2025-10-26,0.645,16.3
LAND000054,FRM000054,2024-11-30,0.424,24.1
LAND000054,FRM000054,2024-12-30,0.571,27.9
LAND000054,FRM000054,2025-01-29,0.579,10.5
LAND000054,FRM000054,2025-02-28,0.555,29.0
LAND000054,FRM000054,2025-03-30,0.525,17.5
LAND000054,FRM000054,2025-04-29,0.548,16.3
LAND000054,FRM000054,2025-05-29,0.614,20.8
LAND000054,FRM000054,2025-06-28,0.398,6.0
LAND000054,FRM000054,2025-07-28,0.453,22.4
LAND000054,FRM000054,2025-08-27,0.429,14.4
LAND000054,FRM000054,2025-09-26,0.439,31.8
LAND000054,FRM000054,2025-10-26,0.565,12.2
LAND000055,FRM000055,2024-11-30,0.84,11.2
LAND000055,FRM000055,2024-12-30,0.803,25.9
LAND000055,FRM000055,2025-01-29,0.878,24.3
LAND000055,FRM000055,2025-02-28,0.9,20.9
LAND000055,FRM000055,2025-03-30,0.896,30.1
LAND000055,FRM000055,2025-04-29,0.814,0.7
LAND000055,FRM000055,2025-05-29,0.9,16.0
LAND000055,FRM000055,2025-06-28,0.817,11.9
LAND000055,FRM000055,2025-07-28,0.648,32.0
LAND000055,FRM000055,2025-08-27,0.72,32.1
LAND000055,FRM000055,2025-09-26,0.621,11.4
LAND000055,FRM000055,2025-10-26,0.709,19.3
LAND000056,FRM000056,2024-11-30,0.54,24.4
LAND000056,FRM000056,2024-12-30,0.702,15.3
LAND000056,FRM000056,2025-01-29,0.725,31.9
LAND000056,FRM000056,2025-02-28,0.669,10.7
LAND000056,FRM000056,2025-03-30,0.63,13.6
LAND000056,FRM000056,2025-04-29,0.596,19.9
LAND000056,FRM000056,2025-05-29,0.51,5.2
LAND000056,FRM000056,2025-06-28,0.516,0.5
LAND000056,FRM000056,2025-07-28,0.519,9.7
LAND000056,FRM000056,2025-08-27,0.442,18.7
LAND000056,FRM000056,2025-09-26,0.542,35.6
LAND000056,FRM000056,2025-10-26,0.542,29.8
LAND000057,FRM000057,2024-11-30,0.809,31.5
LAND000057,FRM000057,2024-12-30,0.833,0.7
LAND000057,FRM000057,2025-01-29,0.9,19.0
LAND000057,FRM000057,2025-02-28,0.9,0.2
LAND000057,FRM000057,2025-03-30,0.9,6.2
LAND000057,FRM000057,2025-04-29,0.859,26.6
LAND000057,FRM000057,2025-05-29,0.777,35.5
LAND000057,FRM000057,2025-06-28,0.8,17.7
LAND000057,FRM000057,2025-07-28,0.759,31.6
LAND000057,FRM000057,2025-08-27,0.7,25.6
LAND000057,FRM000057,2025-09-26,0.766,35.3
LAND000057,FRM000057,2025-10-26,0.816,17.4
LAND000058,FRM000058,2024-11-30,0.57,20.7
LAND000058,FRM000058,2024-12-30,0.654,23.5
LAND000058,FRM000058,2025-01-29,0.64,36.6
LAND000058,FRM000058,2025-02-28,0.641,18.6
LAND000058,FRM000058,2025-03-30,0.644,24.1
LAND000058,FRM000058,2025-04-29,0.555,2.6
LAND000058,FRM000058,2025-05-29,0.527,22.4
LAND000058,FRM000058,2025-06-28,0.485,20.8
LAND000058,FRM000058,2025-07-28,0.341,11.5
LAND000058,FRM000058,2025-08-27,0.422,20.5
LAND000058,FRM000058,2025-09-26,0.452,6.3
LAND000058,FRM000058,2025-10-26,0.434,0.6
LAND000059,FRM000059,2024-11-30,0.642,5.5
LAND000059,FRM000059,2024-12-30,0.573,17.0
LAND000059,FRM000059,2025-01-29,0.809,11.0
LAND000059,FRM000059,2025-02-28,0.778,16.0
LAND000059,FRM000059,2025-03-30,0.723,16.4
LAND000059,FRM000059,2025-04-29,0.737,13.3
LAND000059,FRM000059,2025-05-29,0.584,10.2
LAND000059,FRM000059,2025-06-28,0.639,39.9
LAND000059,FRM000059,2025-07-28,0.546,3.9
LAND000059,FRM000059,2025-08-27,0.541,23.2
LAND000059,FRM000059,2025-09-26,0.505,21.4
LAND000059,FRM000059,2025-10-26,0.688,31.5
LAND000060,FRM000060,2024-11-30,0.688,7.2
LAND000060,FRM000060,2024-12-30,0.78,4.0
LAND000060,FRM000060,2025-01-29,0.753,32.3
LAND000060,FRM000060,2025-02-28,0.73,20.3
LAND000060,FRM000060,2025-03-30,0.732,37.4
LAND000060,FRM000060,2025-04-29,0.652,23.9
LAND000060,FRM000060,2025-05-29,0.654,37.3
LAND000060,FRM000060,2025-06-28,0.597,30.8
LAND000060,FRM000060,2025-07-28,0.483,2.4
LAND000060,FRM000060,2025-08-27,0.542,20.7
LAND000060,FRM000060,2025-09-26,0.547,15.5
LAND000060,FRM000060,2025-10-26,0.514,12.9
LAND000061,FRM000061,2024-11-30,0.442,15.6
LAND000061,FRM000061,2024-12-30,0.538,4.2
LAND000061,FRM000061,2025-01-29,0.493,23.4
LAND000061,FRM000061,2025-02-28,0.624,23.7
LAND000061,FRM000061,2025-03-30,0.618,20.6
LAND000061,FRM000061,2025-04-29,0.585,13.2
LAND000061,FRM000061,2025-05-29,0.475,20.3
LAND000061,FRM000061,2025-06-28,0.502,16.1
LAND000061,FRM000061,2025-07-28,0.418,15.4
LAND000061,FRM000061,2025-08-27,0.48,27.6
LAND000061,FRM000061,2025-09-26,0.401,20.3
LAND000061,FRM000061,2025-10-26,0.501,29.4
LAND000062,FRM000062,2024-11-30,0.481,34.9
LAND000062,FRM000062,2024-12-30,0.57,32.6
LAND000062,FRM000062,2025-01-29,0.608,28.6
LAND000062,FRM000062,2025-02-28,0.63,12.6
LAND000062,FRM000062,2025-03-30,0.612,10.6
LAND000062,FRM000062,2025-04-29,0.6,17.1
LAND000062,FRM000062,2025-05-29,0.535,13.1
LAND000062,FRM000062,2025-06-28,0.595,11.4
LAND000062,FRM000062,2025-07-28,0.436,19.4
LAND000062,FRM000062,2025-08-27,0.491,28.2
LAND000062,FRM000062,2025-09-26,0.518,34.2
LAND000062,FRM000062,2025-10-26,0.517,0.2
LAND000063,FRM000063,2024-11-30,0.623,26.4
LAND000063,FRM000063,2024-12-30,0.742,20.4
LAND000063,FRM000063,2025-01-29,0.785,30.2
LAND000063,FRM000063,2025-02-28,0.735,19.3
LAND000063,FRM000063,2025-03-30,0.737,19.3
LAND000063,FRM000063,2025-04-29,0.769,27.2
LAND000063,FRM000063,2025-05-29,0.671,30.5
LAND000063,FRM000063,2025-06-28,0.657,30.6
LAND000063,FRM000063,2025-07-28,0.509,32.0
LAND000063,FRM000063,2025-08-27,0.524,15.1
LAND000063,FRM000063,2025-09-26,0.523,30.2
LAND000063,FRM000063,2025-10-26,0.702,26.9
LAND000064,FRM000064,2024-11-30,0.659,32.5
LAND000064,FRM000064,2024-12-30,0.765,34.6
LAND000064,FRM000064,2025-01-29,0.82,35.1
LAND000064,FRM000064,2025-02-28,0.811,22.0
LAND000064,FRM000064,2025-03-30,0.76,11.3
LAND000064,FRM000064,2025-04-29,0.866,28.9
LAND000064,FRM000064,2025-05-29,0.765,20.5
LAND000064,FRM000064,2025-06-28,0.747,6.4
LAND000064,FRM000064,2025-07-28,0.668,2.0
LAND000064,FRM000064,2025-08-27,0.633,22.8
LAND000064,FRM000064,2025-09-26,0.755,12.2
LAND000064,FRM000064,2025-10-26,0.698,23.7
LAND000065,FRM000065,2024-11-30,0.798,2.9
LAND000065,FRM000065,2024-12-30,0.857,11.6
LAND000065,FRM000065,2025-01-29,0.859,36.3
LAND000065,FRM000065,2025-02-28,0.9,3.7
LAND000065,FRM000065,2025-03-30,0.9,25.7
LAND000065,FRM000065,2025-04-29,0.851,16.5
LAND000065,FRM000065,2025-05-29,0.762,20.4
LAND000065,FRM000065,2025-06-28,0.682,12.8
LAND000065,FRM000065,2025-07-28,0.708,27.7
LAND000065,FRM000065,2025-08-27,0.757,36.1
LAND000065,FRM000065,2025-09-26,0.705,4.5
LAND000065,FRM000065,2025-10-26,0.811,3.0
LAND000066,FRM000066,2024-11-30,0.727,34.0
LAND000066,FRM000066,2024-12-30,0.725,11.7
LAND000066,FRM000066,2025-01-29,0.682,14.1
LAND000066,FRM000066,2025-02-28,0.652,5.3
LAND000066,FRM000066,2025-03-30,0.69,28.8
LAND000066,FRM000066,2025-04-29,0.742,14.1
LAND000066,FRM000066,2025-05-29,0.564,35.1
LAND000066,FRM000066,2025-06-28,0.42,1.6
LAND000066,FRM000066,2025-07-28,0.45,34.2
LAND000066,FRM000066,2025-08-27,0.512,32.1
LAND000066,FRM000066,2025-09-26,0.524,6.4
LAND000066,FRM000066,2025-10-26,0.433,35.9
LAND000067,FRM000067,2024-11-30,0.288,28.2
LAND000067,FRM000067,2024-12-30,0.285,32.8
LAND000067,FRM000067,2025-01-29,0.478,15.7
LAND000067,FRM000067,2025-02-28,0.403,14.7
LAND000067,FRM000067,2025-03-30,0.41,13.8
LAND000067,FRM000067,2025-04-29,0.504,33.4
LAND000067,FRM000067,2025-05-29,0.398,9.9
LAND000067,FRM000067,2025-06-28,0.307,0.6
LAND000067,FRM000067,2025-07-28,0.329,28.4
LAND000067,FRM000067,2025-08-27,0.248,0.8
LAND000067,FRM000067,2025-09-26,0.363,12.4
LAND000067,FRM000067,2025-10-26,0.326,34.4
LAND000068,FRM000068,2024-11-30,0.554,3.1
LAND000068,FRM000068,2024-12-30,0.718,29.3
LAND000068,FRM000068,2025-01-29,0.704,18.2
LAND000068,FRM000068,2025-02-28,0.606,34.5
LAND000068,FRM000068,2025-03-30,0.682,20.2
LAND000068,FRM000068,2025-04-29,0.531,0.7
LAND000068,FRM000068,2025-05-29,0.603,31.8
LAND000068,FRM000068,2025-06-28,0.528,5.4
LAND000068,FRM000068,2025-07-28,0.514,12.1
LAND000068,FRM000068,2025-08-27,0.42,18.7
LAND000068,FRM000068,2025-09-26,0.423,35.5
LAND000068,FRM000068,2025-10-26,0.379,18.2
LAND000069,FRM000069,2024-11-30,0.639,18.4
LAND000069,FRM000069,2024-12-30,0.846,0.6
LAND000069,FRM000069,2025-01-29,0.785,25.4
LAND000069,FRM000069,2025-02-28,0.728,18.0
LAND000069,FRM000069,2025-03-30,0.734,9.7
LAND000069,FRM000069,2025-04-29,0.663,37.0
LAND000069,FRM000069,2025-05-29,0.665,0.8
LAND000069,FRM000069,2025-06-28,0.622,38.9
LAND000069,FRM000069,2025-07-28,0.606,2.3
LAND000069,FRM000069,2025-08-27,0.52,36.8
LAND000069,FRM000069,2025-09-26,0.562,0.4
LAND000069,FRM000069,2025-10-26,0.63,10.3
LAND000070,FRM000070,2024-11-30,0.413,11.9
LAND000070,FRM000070,2024-12-30,0.393,1.3
LAND000070,FRM000070,2025-01-29,0.576,11.3
LAND000070,FRM000070,2025-02-28,0.677,1.5
LAND000070,FRM000070,2025-03-30,0.534,30.2
LAND000070,FRM000070,2025-04-29,0.504,18.1
LAND000070,FRM000070,2025-05-29,0.437,12.8
LAND000070,FRM000070,2025-06-28,0.377,33.5
LAND000070,FRM000070,2025-07-28,0.282,38.7
LAND000070,FRM000070,2025-08-27,0.373,12.9
LAND000070,FRM000070,2025-09-26,0.309,19.4
LAND000070,FRM000070,2025-10-26,0.323,26.6
LAND000071,FRM000071,2024-11-30,0.592,29.0
LAND000071,FRM000071,2024-12-30,0.629,8.5
LAND000071,FRM000071,2025-01-29,0.69,6.3
LAND000071,FRM000071,2025-02-28,0.666,31.5
LAND000071,FRM000071,2025-03-30,0.64,0.4
LAND000071,FRM000071,2025-04-29,0.609,28.0
LAND000071,FRM000071,2025-05-29,0.644,19.7
LAND000071,FRM000071,2025-06-28,0.571,31.4
LAND000071,FRM000071,2025-07-28,0.525,30.6
LAND000071,FRM000071,2025-08-27,0.569,2.8
LAND000071,FRM000071,2025-09-26,0.521,30.1
LAND000071,FRM000071,2025-10-26,0.628,36.5
LAND000072,FRM000072,2024-11-30,0.777,30.6
LAND000072,FRM000072,2024-12-30,0.893,0.2
LAND000072,FRM000072,2025-01-29,0.835,18.9
LAND000072,FRM000072,2025-02-28,0.875,22.9
LAND000072,FRM000072,2025-03-30,0.811,25.0
LAND000072,FRM000072,2025-04-29,0.745,35.6
LAND000072,FRM000072,2025-05-29,0.68,12.2
LAND000072,FRM000072,2025-06-28,0.672,26.2
LAND000072,FRM000072,2025-07-28,0.597,32.8
LAND000072,FRM000072,2025-08-27,0.577,23.4
LAND000072,FRM000072,2025-09-26,0.539,29.2
LAND000072,FRM000072,2025-10-26,0.682,11.5
LAND000073,FRM000073,2024-11-30,0.376,34.6
LAND000073,FRM000073,2024-12-30,0.444,20.0
LAND000073,FRM000073,2025-01-29,0.575,25.0
LAND000073,FRM000073,2025-02-28,0.428,5.3
LAND000073,FRM000073,2025-03-30,0.43,36.2
LAND000073,FRM000073,2025-04-29,0.48,32.7
LAND000073,FRM000073,2025-05-29,0.437,14.3
LAND000073,FRM000073,2025-06-28,0.304,4.0
LAND000073,FRM000073,2025-07-28,0.299,18.2
LAND000073,FRM000073,2025-08-27,0.295,15.9
LAND000073,FRM000073,2025-09-26,0.271,19.4
LAND000073,FRM000073,2025-10-26,0.287,19.1
LAND000074,FRM000074,2024-11-30,0.651,5.8
LAND000074,FRM000074,2024-12-30,0.769,10.2
LAND000074,FRM000074,2025-01-29,0.86,32.4
LAND000074,FRM000074,2025-02-28,0.882,35.5
LAND000074,FRM000074,2025-03-30,0.794,18.6
LAND000074,FRM000074,2025-04-29,0.772,10.6
LAND000074,FRM000074,2025-05-29,0.807,35.0
LAND000074,FRM000074,2025-06-28,0.794,3.3
LAND000074,FRM000074,2025-07-28,0.686,19.6
LAND000074,FRM000074,2025-08-27,0.718,17.5
LAND000074,FRM000074,2025-09-26,0.692,37.7
LAND000074,FRM000074,2025-10-26,0.835,36.1
LAND000075,FRM000075,2024-11-30,0.652,4.1
LAND000075,FRM000075,2024-12-30,0.711,4.3
LAND000075,FRM000075,2025-01-29,0.75,17.5
LAND000075,FRM000075,2025-02-28,0.748,21.6
LAND000075,FRM000075,2025-03-30,0.744,22.8
LAND000075,FRM000075,2025-04-29,0.761,13.7
LAND000075,FRM000075,2025-05-29,0.62,30.6
LAND000075,FRM000075,2025-06-28,0.618,11.4
LAND000075,FRM000075,2025-07-28,0.566,5.7
LAND000075,FRM000075,2025-08-27,0.614,27.8
LAND000075,FRM000075,2025-09-26,0.615,38.7
LAND000075,FRM000075,2025-10-26,0.597,31.2
LAND000076,FRM000076,2024-11-30,0.576,27.8
LAND000076,FRM000076,2024-12-30,0.6,33.0
LAND000076,FRM000076,2025-01-29,0.642,21.4
LAND000076,FRM000076,2025-02-28,0.614,6.8
LAND000076,FRM000076,2025-03-30,0.596,33.3
LAND000076,FRM000076,2025-04-29,0.489,37.2
LAND000076,FRM000076,2025-05-29,0.458,10.2
LAND000076,FRM000076,2025-06-28,0.548,39.3
LAND000076,FRM000076,2025-07-28,0.389,32.7
LAND000076,FRM000076,2025-08-27,0.454,16.4
LAND000076,FRM000076,2025-09-26,0.464,3.2
LAND000076,FRM000076,2025-10-26,0.393,1.9
LAND000077,FRM000077,2024-11-30,0.228,35.8
LAND000077,FRM000077,2024-12-30,0.292,5.0
LAND000077,FRM000077,2025-01-29,0.393,30.5
LAND000077,FRM000077,2025-02-28,0.552,39.7
LAND000077,FRM000077,2025-03-30,0.433,4.2
LAND000077,FRM000077,2025-04-29,0.435,35.2
LAND000077,FRM000077,2025-05-29,0.453,34.3
LAND000077,FRM000077,2025-06-28,0.353,37.1
LAND000077,FRM000077,2025-07-28,0.325,13.6
LAND000077,FRM000077,2025-08-27,0.349,38.5
LAND000077,FRM000077,2025-09-26,0.305,25.7
LAND000077,FRM000077,2025-10-26,0.392,23.5
LAND000078,FRM000078,2024-11-30,0.401,14.0
LAND000078,FRM000078,2024-12-30,0.483,38.6
LAND000078,FRM000078,2025-01-29,0.516,11.7
LAND000078,FRM000078,2025-02-28,0.572,14.9
LAND000078,FRM000078,2025-03-30,0.481,10.3
LAND000078,FRM000078,2025-04-29,0.491,28.6
LAND000078,FRM000078,2025-05-29,0.315,6.1
LAND000078,FRM000078,2025-06-28,0.372,17.7
LAND000078,FRM000078,2025-07-28,0.332,0.2
LAND000078,FRM000078,2025-08-27,0.409,26.7
LAND000078,FRM000078,2025-09-26,0.392,4.8
LAND000078,FRM000078,2025-10-26,0.45,12.8
LAND000079,FRM000079,2024-11-30,0.452,24.3
LAND000079,FRM000079,2024-12-30,0.556,16.1
LAND000079,FRM000079,2025-01-29,0.608,29.7
LAND000079,FRM000079,2025-02-28,0.577,26.5
LAND000079,FRM000079,2025-03-30,0.585,23.0
LAND000079,FRM000079,2025-04-29,0.565,22.1
LAND000079,FRM000079,2025-05-29,0.538,33.2
LAND000079,FRM000079,2025-06-28,0.44,14.0
LAND000079,FRM000079,2025-07-28,0.421,4.9
LAND000079,FRM000079,2025-08-27,0.46,24.8
LAND000079,FRM000079,2025-09-26,0.55,22.3
LAND000079,FRM000079,2025-10-26,0.578,25.8
LAND000080,FRM000080,2024-11-30,0.664,28.7
LAND000080,FRM000080,2024-12-30,0.783,28.2
LAND000080,FRM000080,2025-01-29,0.749,26.2
LAND000080,FRM000080,2025-02-28,0.751,15.6
LAND000080,FRM000080,2025-03-30,0.809,6.2
LAND000080,FRM000080,2025-04-29,0.695,34.2
LAND000080,FRM000080,2025-05-29,0.632,27.8
LAND000080,FRM000080,2025-06-28,0.627,20.8
LAND000080,FRM000080,2025-07-28,0.551,11.9
LAND000080,FRM000080,2025-08-27,0.479,10.5
LAND000080,FRM000080,2025-09-26,0.552,10.0
LAND000080,FRM000080,2025-10-26,0.552,27.3
LAND000081,FRM000081,2024-11-30,0.575,31.1
LAND000081,FRM000081,2024-12-30,0.714,33.7
LAND000081,FRM000081,2025-01-29,0.734,11.3
LAND000081,FRM000081,2025-02-28,0.707,35.8
LAND000081,FRM000081,2025-03-30,0.62,28.9
LAND000081,FRM000081,2025-04-29,0.571,3.2
LAND000081,FRM000081,2025-05-29,0.533,22.4
LAND000081,FRM000081,2025-06-28,0.393,29.6
LAND000081,FRM000081,2025-07-28,0.396,0.7
LAND000081,FRM000081,2025-08-27,0.397,27.6
LAND000081,FRM000081,2025-09-26,0.436,6.0
LAND000081,FRM000081,2025-10-26,0.342,18.8
LAND000082,FRM000082,2024-11-30,0.762,20.5
LAND000082,FRM000082,2024-12-30,0.674,19.8
LAND000082,FRM000082,2025-01-29,0.665,3.6
LAND000082,FRM000082,2025-02-28,0.684,17.4
LAND000082,FRM000082,2025-03-30,0.681,12.2
LAND000082,FRM000082,2025-04-29,0.51,27.5
LAND000082,FRM000082,2025-05-29,0.538,7.7
LAND000082,FRM000082,2025-06-28,0.535,4.6
LAND000082,FRM000082,2025-07-28,0.398,7.5
LAND000082,FRM000082,2025-08-27,0.529,26.1
LAND000082,FRM000082,2025-09-26,0.435,21.1
LAND000082,FRM000082,2025-10-26,0.393,29.4
LAND000083,FRM000083,2024-11-30,0.786,7.3
LAND000083,FRM000083,2024-12-30,0.9,17.3
LAND000083,FRM000083,2025-01-29,0.9,20.8
LAND000083,FRM000083,2025-02-28,0.9,34.4
LAND000083,FRM000083,2025-03-30,0.9,18.0
LAND000083,FRM000083,2025-04-29,0.873,30.1
LAND000083,FRM000083,2025-05-29,0.834,6.7
LAND000083,FRM000083,2025-06-28,0.787,33.3
LAND000083,FRM000083,2025-07-28,0.722,18.3
LAND000083,FRM000083,2025-08-27,0.694,27.1
LAND000083,FRM000083,2025-09-26,0.662,11.6
LAND000083,FRM000083,2025-10-26,0.74,39.3
LAND000084,FRM000084,2024-11-30,0.835,39.9
LAND000084,FRM000084,2024-12-30,0.9,33.8
LAND000084,FRM000084,2025-01-29,0.9,36.1
LAND000084,FRM000084,2025-02-28,0.9,22.3
LAND000084,FRM000084,2025-03-30,0.9,33.3
LAND000084,FRM000084,2025-04-29,0.9,27.9
LAND000084,FRM000084,2025-05-29,0.81,12.3
LAND000084,FRM000084,2025-06-28,0.75,0.8
LAND000084,FRM000084,2025-07-28,0.864,34.2
LAND000084,FRM000084,2025-08-27,0.804,5.6
LAND000084,FRM000084,2025-09-26,0.775,3.8
LAND000084,FRM000084,2025-10-26,0.827,2.2
LAND000085,FRM000085,2024-11-30,0.638,28.7
LAND000085,FRM000085,2024-12-30,0.728,10.0
LAND000085,FRM000085,2025-01-29,0.772,38.3
LAND000085,FRM000085,2025-02-28,0.797,35.4
LAND000085,FRM000085,2025-03-30,0.737,10.9
LAND000085,FRM000085,2025-04-29,0.781,8.5
LAND000085,FRM000085,2025-05-29,0.718,34.7
LAND000085,FRM000085,2025-06-28,0.799,38.1
LAND000085,FRM000085,2025-07-28,0.655,38.9
LAND000085,FRM000085,2025-08-27,0.514,11.0
LAND000085,FRM000085,2025-09-26,0.633,27.3
LAND000085,FRM000085,2025-10-26,0.745,10.1
LAND000086,FRM000086,2024-11-30,0.616,7.4
LAND000086,FRM000086,2024-12-30,0.711,9.0
LAND000086,FRM000086,2025-01-29,0.729,30.8
LAND000086,FRM000086,2025-02-28,0.717,19.5
LAND000086,FRM000086,2025-03-30,0.737,29.9
LAND000086,FRM000086,2025-04-29,0.574,31.4
LAND000086,FRM000086,2025-05-29,0.686,26.3
LAND000086,FRM000086,2025-06-28,0.533,38.4
LAND000086,FRM000086,2025-07-28,0.499,33.8
LAND000086,FRM000086,2025-08-27,0.584,17.1
LAND000086,FRM000086,2025-09-26,0.516,33.4
LAND000086,FRM000086,2025-10-26,0.52,5.9
LAND000087,FRM000087,2024-11-30,0.42,1.5
