geo_key,latitude,longitude,state,date,rainfall_mm,temperature_max,temperature_min,humidity
22.3_82.5,22.253185,82.477903,Haryana,2025-09-29,8.2,28.5,27.5,74.8
22.3_82.5,22.253185,82.477903,Haryana,2025-09-30,1.7,30.2,22.4,71.7
22.3_82.5,22.253185,82.477903,Haryana,2025-10-01,5.3,40.6,20.1,82.2
22.3_82.5,22.253185,82.477903,Haryana,2025-10-02,2.3,34.6,24.1,45.2
22.3_82.5,22.253185,82.477903,Haryana,2025-10-03,0.9,39.4,21.6,85.4
22.3_82.5,22.253185,82.477903,Haryana,2025-10-04,0.3,32.4,19.6,61.1
22.3_82.5,22.253185,82.477903,Haryana,2025-10-05,13.0,32.3,21.7,66.8
22.3_82.5,22.253185,82.477903,Haryana,2025-10-06,4.4,35.3,22.9,77.7
22.3_82.5,22.253185,82.477903,Haryana,2025-10-07,0.3,41.5,26.0,59.4
22.3_82.5,22.253185,82.477903,Haryana,2025-10-08,3.9,38.7,26.1,49.4
22.3_82.5,22.253185,82.477903,Haryana,2025-10-09,3.6,28.5,16.5,78.8
22.3_82.5,22.253185,82.477903,Haryana,2025-10-10,5.0,36.3,22.6,77.5
22.3_82.5,22.253185,82.477903,Haryana,2025-10-11,7.1,33.9,16.5,81.9
22.3_82.5,22.253185,82.477903,Haryana,2025-10-12,1.3,29.9,23.0,68.9
22.3_82.5,22.253185,82.477903,Haryana,2025-10-13,1.9,40.0,18.5,40.7
22.3_82.5,22.253185,82.477903,Haryana,2025-10-14,1.2,28.1,22.1,58.9
22.3_82.5,22.253185,82.477903,Haryana,2025-10-15,5.0,39.2,20.7,50.8
22.3_82.5,22.253185,82.477903,Haryana,2025-10-16,1.6,37.0,17.5,78.7
22.3_82.5,22.253185,82.477903,Haryana,2025-10-17,1.2,41.1,21.7,82.4
22.3_82.5,22.253185,82.477903,Haryana,2025-10-18,2.9,35.8,23.9,80.6
22.3_82.5,22.253185,82.477903,Haryana,2025-10-19,3.1,39.2,17.5,53.9
22.3_82.5,22.253185,82.477903,Haryana,2025-10-20,0.8,39.2,16.1,79.8
22.3_82.5,22.253185,82.477903,Haryana,2025-10-21,1.5,29.1,20.5,55.0
22.3_82.5,22.253185,82.477903,Haryana,2025-10-22,2.7,34.6,18.9,83.1
22.3_82.5,22.253185,82.477903,Haryana,2025-10-23,1.6,34.6,26.0,44.5
22.3_82.5,22.253185,82.477903,Haryana,2025-10-24,1.5,33.6,21.4,45.3
22.3_82.5,22.253185,82.477903,Haryana,2025-10-25,0.3,33.8,15.4,52.7
22.3_82.5,22.253185,82.477903,Haryana,2025-10-26,0.7,34.9,15.1,73.8
22.3_82.5,22.253185,82.477903,Haryana,2025-10-27,5.8,37.9,25.6,72.2
22.3_82.5,22.253185,82.477903,Haryana,2025-10-28,2.1,31.1,18.6,55.9
22.3_82.5,22.253185,82.477903,Haryana,2025-10-29,0.1,40.8,26.7,45.4
22.3_82.5,22.253185,82.477903,Haryana,2025-10-30,2.4,34.5,23.9,70.2
22.3_82.5,22.253185,82.477903,Haryana,2025-10-31,0.4,37.2,22.9,66.6
22.3_82.5,22.253185,82.477903,Haryana,2025-11-01,1.5,41.4,26.0,69.3
22.3_82.5,22.253185,82.477903,Haryana,2025-11-02,0.0,34.0,24.1,45.9
22.3_82.5,22.253185,82.477903,Haryana,2025-11-03,1.6,30.7,19.4,41.3
22.3_82.5,22.253185,82.477903,Haryana,2025-11-04,0.4,34.4,26.7,64.5
22.3_82.5,22.253185,82.477903,Haryana,2025-11-05,1.8,39.0,18.5,44.8
22.3_82.5,22.253185,82.477903,Haryana,2025-11-06,0.7,39.1,23.8,44.6
22.3_82.5,22.253185,82.477903,Haryana,2025-11-07,3.3,41.0,15.6,70.8
22.3_82.5,22.253185,82.477903,Haryana,2025-11-08,1.4,35.0,21.9,78.6
22.3_82.5,22.253185,82.477903,Haryana,2025-11-09,2.4,36.3,19.3,46.3
22.3_82.5,22.253185,82.477903,Haryana,2025-11-10,3.4,28.0,19.3,50.9
22.3_82.5,22.253185,82.477903,Haryana,2025-11-11,1.5,32.4,24.2,53.0
22.3_82.5,22.253185,82.477903,Haryana,2025-11-12,2.5,34.4,25.4,61.4
22.3_82.5,22.253185,82.477903,Haryana,2025-11-13,6.0,28.0,22.9,40.5
22.3_82.5,22.253185,82.477903,Haryana,2025-11-14,3.8,31.3,19.9,59.0
22.3_82.5,22.253185,82.477903,Haryana,2025-11-15,5.6,29.4,23.7,89.1
22.3_82.5,22.253185,82.477903,Haryana,2025-11-16,0.1,41.5,15.2,82.1
22.3_82.5,22.253185,82.477903,Haryana,2025-11-17,9.8,41.9,21.0,83.3
22.3_82.5,22.253185,82.477903,Haryana,2025-11-18,0.4,34.0,19.0,59.8
22.3_82.5,22.253185,82.477903,Haryana,2025-11-19,3.6,29.2,28.0,71.8
22.3_82.5,22.253185,82.477903,Haryana,2025-11-20,6.2,39.6,25.0,42.0
22.3_82.5,22.253185,82.477903,Haryana,2025-11-21,2.2,32.6,16.5,57.1
22.3_82.5,22.253185,82.477903,Haryana,2025-11-22,3.1,31.2,20.8,60.2
22.3_82.5,22.253185,82.477903,Haryana,2025-11-23,0.2,36.8,23.0,88.3
22.3_82.5,22.253185,82.477903,Haryana,2025-11-24,1.1,33.9,20.2,86.0
17.3_75.1,17.294757,75.058063,Punjab,2025-08-27,4.2,34.2,18.3,40.1
17.3_75.1,17.294757,75.058063,Punjab,2025-08-28,0.9,37.9,23.9,56.1
17.3_75.1,17.294757,75.058063,Punjab,2025-08-29,5.1,32.2,24.5,82.1
17.3_75.1,17.294757,75.058063,Punjab,2025-08-30,18.3,30.4,24.0,88.2
17.3_75.1,17.294757,75.058063,Punjab,2025-08-31,8.4,32.9,23.3,74.4
17.3_75.1,17.294757,75.058063,Punjab,2025-09-01,4.0,29.5,22.9,80.1
17.3_75.1,17.294757,75.058063,Punjab,2025-09-02,48.2,31.1,24.1,41.4
17.3_75.1,17.294757,75.058063,Punjab,2025-09-03,28.0,28.2,19.7,43.8
17.3_75.1,17.294757,75.058063,Punjab,2025-09-04,7.8,32.8,24.5,64.3
17.3_75.1,17.294757,75.058063,Punjab,2025-09-05,4.3,32.9,16.1,50.2
17.3_75.1,17.294757,75.058063,Punjab,2025-09-06,8.2,35.0,15.9,67.2
17.3_75.1,17.294757,75.058063,Punjab,2025-09-07,0.4,35.2,27.5,55.4
17.3_75.1,17.294757,75.058063,Punjab,2025-09-08,10.3,38.4,20.3,69.7
17.3_75.1,17.294757,75.058063,Punjab,2025-09-09,5.1,32.0,24.8,75.1
17.3_75.1,17.294757,75.058063,Punjab,2025-09-10,18.5,36.7,20.1,75.7
17.3_75.1,17.294757,75.058063,Punjab,2025-09-11,7.7,36.6,26.0,85.5
17.3_75.1,17.294757,75.058063,Punjab,2025-09-12,1.6,32.4,23.5,67.9
17.3_75.1,17.294757,75.058063,Punjab,2025-09-13,8.5,34.1,20.4,45.9
17.3_75.1,17.294757,75.058063,Punjab,2025-09-14,7.8,30.5,23.7,88.4
17.3_75.1,17.294757,75.058063,Punjab,2025-09-15,2.4,30.0,15.3,58.9
17.3_75.1,17.294757,75.058063,Punjab,2025-09-16,1.9,34.9,21.8,57.5
17.3_75.1,17.294757,75.058063,Punjab,2025-09-17,11.1,40.7,17.7,81.8
17.3_75.1,17.294757,75.058063,Punjab,2025-09-18,1.1,31.2,22.3,55.3
17.3_75.1,17.294757,75.058063,Punjab,2025-09-19,0.3,32.1,26.8,48.7
17.3_75.1,17.294757,75.058063,Punjab,2025-09-20,11.5,38.1,16.4,56.5
17.3_75.1,17.294757,75.058063,Punjab,2025-09-21,1.7,28.3,17.2,50.1
17.3_75.1,17.294757,75.058063,Punjab,2025-09-22,1.5,29.3,21.8,56.1
17.3_75.1,17.294757,75.058063,Punjab,2025-09-23,19.1,30.6,22.8,85.0
17.3_75.1,17.294757,75.058063,Punjab,2025-09-24,0.4,35.2,20.9,86.4
17.3_75.1,17.294757,75.058063,Punjab,2025-09-25,8.7,32.9,24.2,69.1
17.3_75.1,17.294757,75.058063,Punjab,2025-09-26,3.4,39.0,23.7,40.3
17.3_75.1,17.294757,75.058063,Punjab,2025-09-27,16.0,33.6,23.4,59.8
17.3_75.1,17.294757,75.058063,Punjab,2025-09-28,17.1,37.1,22.5,89.0
17.3_75.1,17.294757,75.058063,Punjab,2025-09-29,2.6,28.9,21.7,61.2
17.3_75.1,17.294757,75.058063,Punjab,2025-09-30,4.8,36.7,23.0,59.6
17.3_75.1,17.294757,75.058063,Punjab,2025-10-01,6.0,37.1,26.6,85.7
17.3_75.1,17.294757,75.058063,Punjab,2025-10-02,0.5,37.5,19.1,81.8
17.3_75.1,17.294757,75.058063,Punjab,2025-10-03,4.0,30.8,27.2,74.2
17.3_75.1,17.294757,75.058063,Punjab,2025-10-04,8.9,30.8,26.3,73.4
17.3_75.1,17.294757,75.058063,Punjab,2025-10-05,2.4,39.5,23.2,73.5
17.3_75.1,17.294757,75.058063,Punjab,2025-10-06,0.9,39.4,23.5,82.2
17.3_75.1,17.294757,75.058063,Punjab,2025-10-07,1.3,32.6,15.3,78.4
17.3_75.1,17.294757,75.058063,Punjab,2025-10-08,1.2,32.6,24.0,52.6
17.3_75.1,17.294757,75.058063,Punjab,2025-10-09,7.2,35.5,27.6,43.8
17.3_75.1,17.294757,75.058063,Punjab,2025-10-10,1.2,33.3,24.5,50.6
17.3_75.1,17.294757,75.058063,Punjab,2025-10-11,1.4,40.7,16.5,77.3
17.3_75.1,17.294757,75.058063,Punjab,2025-10-12,3.6,29.8,24.0,68.5
17.3_75.1,17.294757,75.058063,Punjab,2025-10-13,1.0,32.4,25.8,51.6
17.3_75.1,17.294757,75.058063,Punjab,2025-10-14,2.2,37.5,16.7,86.6
17.3_75.1,17.294757,75.058063,Punjab,2025-10-15,0.9,32.5,23.7,43.9
17.3_75.1,17.294757,75.058063,Punjab,2025-10-16,3.0,40.8,18.2,58.1
17.3_75.1,17.294757,75.058063,Punjab,2025-10-17,0.8,39.5,17.2,57.3
17.3_75.1,17.294757,75.058063,Punjab,2025-10-18,2.8,33.7,15.9,87.4
17.3_75.1,17.294757,75.058063,Punjab,2025-10-19,1.2,34.2,17.2,83.3
17.3_75.1,17.294757,75.058063,Punjab,2025-10-20,1.0,28.3,19.1,89.2
17.3_75.1,17.294757,75.058063,Punjab,2025-10-21,0.5,28.4,22.5,58.6
17.3_75.1,17.294757,75.058063,Punjab,2025-10-22,4.8,38.2,17.4,68.2
17.3_75.1,17.294757,75.058063,Punjab,2025-10-23,0.1,34.2,24.3,60.7
17.3_75.1,17.294757,75.058063,Punjab,2025-10-24,0.4,28.9,26.1,84.6
17.3_75.1,17.294757,75.058063,Punjab,2025-10-25,1.3,30.3,27.7,67.3
17.3_75.1,17.294757,75.058063,Punjab,2025-10-26,1.9,38.4,17.2,69.0
17.3_75.1,17.294757,75.058063,Punjab,2025-10-27,6.6,28.3,23.7,67.6
17.3_75.1,17.294757,75.058063,Punjab,2025-10-28,9.0,31.6,26.2,55.4
17.3_75.1,17.294757,75.058063,Punjab,2025-10-29,1.7,31.0,26.2,49.8
17.3_75.1,17.294757,75.058063,Punjab,2025-10-30,5.9,34.4,25.9,53.2
17.3_75.1,17.294757,75.058063,Punjab,2025-10-31,0.4,35.8,21.6,57.8
17.3_75.1,17.294757,75.058063,Punjab,2025-11-01,3.3,29.3,23.1,50.6
17.3_75.1,17.294757,75.058063,Punjab,2025-11-02,0.4,40.7,21.0,78.2
17.3_75.1,17.294757,75.058063,Punjab,2025-11-03,0.3,28.8,21.4,55.8
17.3_75.1,17.294757,75.058063,Punjab,2025-11-04,0.0,30.6,17.8,54.4
17.3_75.1,17.294757,75.058063,Punjab,2025-11-05,6.3,33.9,23.8,40.9
17.3_75.1,17.294757,75.058063,Punjab,2025-11-06,5.0,31.4,19.0,42.3
17.3_75.1,17.294757,75.058063,Punjab,2025-11-07,1.6,39.9,19.9,85.4
17.3_75.1,17.294757,75.058063,Punjab,2025-11-08,6.1,28.9,19.0,85.5
17.3_75.1,17.294757,75.058063,Punjab,2025-11-09,0.1,38.7,26.8,78.5
17.3_75.1,17.294757,75.058063,Punjab,2025-11-10,4.1,39.8,23.7,61.2
17.3_75.1,17.294757,75.058063,Punjab,2025-11-11,0.2,39.0,26.8,65.6
17.3_75.1,17.294757,75.058063,Punjab,2025-11-12,2.3,33.6,26.1,40.7
17.3_75.1,17.294757,75.058063,Punjab,2025-11-13,2.9,40.7,16.3,88.0
17.3_75.1,17.294757,75.058063,Punjab,2025-11-14,10.3,41.0,21.0,59.1
17.3_75.1,17.294757,75.058063,Punjab,2025-11-15,3.7,32.5,15.9,85.1
17.3_75.1,17.294757,75.058063,Punjab,2025-11-16,3.0,30.9,15.2,76.2
17.3_75.1,17.294757,75.058063,Punjab,2025-11-17,5.7,33.7,16.1,72.4
17.3_75.1,17.294757,75.058063,Punjab,2025-11-18,1.1,30.0,21.6,64.1
17.3_75.1,17.294757,75.058063,Punjab,2025-11-19,2.2,39.5,21.3,85.0
17.3_75.1,17.294757,75.058063,Punjab,2025-11-20,5.5,37.1,15.7,83.2
17.3_75.1,17.294757,75.058063,Punjab,2025-11-21,7.1,33.3,21.8,54.1
17.3_75.1,17.294757,75.058063,Punjab,2025-11-22,0.0,34.7,16.7,49.2
17.3_75.1,17.294757,75.058063,Punjab,2025-11-23,2.0,40.1,26.0,88.3
17.3_75.1,17.294757,75.058063,Punjab,2025-11-24,2.0,35.7,25.7,75.0
19.1_73.0,19.11241,73.032452,Karnataka,2025-08-27,1.6,33.6,27.1,47.3
19.1_73.0,19.11241,73.032452,Karnataka,2025-08-28,1.9,33.6,27.2,45.7
19.1_73.0,19.11241,73.032452,Karnataka,2025-08-29,8.9,29.8,21.8,66.8
19.1_73.0,19.11241,73.032452,Karnataka,2025-08-30,0.3,41.4,25.5,55.1
19.1_73.0,19.11241,73.032452,Karnataka,2025-08-31,1.1,32.8,26.6,46.6
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-01,3.4,34.9,15.4,53.4
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-02,7.2,32.5,26.3,86.8
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-03,4.7,35.4,23.2,73.2
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-04,0.5,28.8,26.3,51.0
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-05,7.0,36.7,17.1,78.1
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-06,16.1,32.0,26.4,44.1
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-07,12.9,37.0,22.6,51.5
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-08,3.6,40.7,21.1,69.7
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-09,22.0,34.5,20.0,84.7
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-10,19.3,33.0,22.7,88.2
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-11,0.5,28.6,21.7,54.6
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-12,7.0,38.1,15.9,84.1
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-13,2.6,33.3,19.4,82.0
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-14,1.5,28.4,27.6,89.0
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-15,2.4,28.1,23.4,72.4
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-16,22.6,32.2,17.5,70.8
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-17,6.6,38.0,26.5,68.0
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-18,1.3,36.4,19.9,62.6
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-19,25.6,35.8,16.9,62.2
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-20,2.1,29.9,24.3,71.4
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-21,5.5,33.9,19.2,44.4
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-22,2.8,39.7,25.2,88.6
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-23,8.5,35.8,18.8,43.8
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-24,7.7,34.8,24.9,60.6
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-25,33.9,33.6,19.3,83.5
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-26,4.0,40.2,15.4,74.6
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-27,0.6,30.1,24.1,54.5
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-28,1.9,39.2,27.3,51.6
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-29,3.1,38.0,25.6,90.0
19.1_73.0,19.11241,73.032452,Karnataka,2025-09-30,2.6,35.8,16.7,56.5
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-01,0.1,31.0,21.6,48.2
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-02,6.6,37.9,15.4,83.8
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-03,11.4,35.0,19.1,53.2
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-04,0.3,34.9,15.7,65.2
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-05,0.9,34.7,20.4,55.3
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-06,1.8,34.6,25.8,73.3
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-07,1.7,40.7,24.8,43.8
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-08,0.5,29.1,19.1,61.8
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-09,2.1,39.9,15.2,61.4
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-10,1.6,41.3,18.1,46.1
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-11,0.5,35.3,20.1,77.7
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-12,1.2,29.8,20.0,84.2
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-13,1.6,39.7,19.8,54.1
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-14,4.5,30.9,18.0,42.5
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-15,0.6,33.3,20.2,61.0
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-16,2.0,36.0,17.5,70.7
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-17,1.2,38.3,22.2,67.7
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-18,3.5,32.7,20.6,69.1
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-19,1.6,34.2,18.5,54.4
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-20,3.6,28.1,16.2,87.4
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-21,0.6,33.9,26.0,40.0
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-22,7.8,28.7,17.2,41.5
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-23,2.2,41.2,25.9,72.0
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-24,0.6,40.2,24.8,53.3
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-25,4.9,40.3,24.1,45.0
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-26,12.5,29.1,23.5,45.5
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-27,7.1,32.9,21.6,48.9
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-28,2.4,41.1,26.7,43.2
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-29,1.4,31.7,21.3,81.7
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-30,4.0,32.8,20.0,72.7
19.1_73.0,19.11241,73.032452,Karnataka,2025-10-31,0.6,29.4,18.2,46.2
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-01,1.3,41.1,16.6,80.9
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-02,2.3,36.9,17.2,47.6
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-03,0.5,37.3,24.7,86.0
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-04,1.5,34.5,21.1,53.5
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-05,1.2,39.9,19.5,83.5
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-06,1.1,32.8,22.3,45.2
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-07,7.7,39.5,23.7,89.4
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-08,0.0,33.8,26.2,61.7
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-09,0.0,30.2,20.6,73.4
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-10,0.5,34.3,15.2,63.9
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-11,6.8,36.4,20.7,48.1
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-12,0.7,29.1,24.7,43.9
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-13,1.5,38.5,24.3,68.9
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-14,2.5,29.3,17.3,66.7
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-15,1.3,28.3,25.4,72.7
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-16,1.2,29.4,22.7,57.4
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-17,0.9,38.1,19.3,46.8
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-18,2.0,39.6,26.0,82.5
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-19,1.6,39.1,26.1,63.0
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-20,1.2,37.8,26.8,88.6
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-21,1.0,41.4,21.5,55.3
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-22,13.4,40.3,24.0,84.7
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-23,3.4,34.2,27.3,88.2
19.1_73.0,19.11241,73.032452,Karnataka,2025-11-24,1.1,33.0,20.0,81.1
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-08-27,12.5,41.8,21.0,76.8
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-08-28,15.5,31.1,23.1,67.4
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-08-29,10.9,37.7,25.6,55.6
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-08-30,2.0,39.3,19.7,54.4
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-08-31,3.3,28.9,25.1,75.8
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-01,6.4,38.0,19.9,54.8
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-02,15.9,33.9,17.5,77.5
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-03,3.3,31.0,15.4,88.5
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-04,5.0,30.3,24.9,84.4
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-05,6.0,28.4,19.7,52.2
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-06,8.1,35.3,19.6,72.4
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-07,7.0,40.7,22.8,65.4
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-08,13.9,30.8,18.2,79.2
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-09,4.7,33.7,26.5,70.5
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-10,13.0,39.3,16.6,72.7
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-11,24.4,34.7,24.5,68.3
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-12,1.8,30.7,20.6,64.1
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-13,5.6,41.4,16.3,59.0
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-14,5.8,41.5,21.6,78.8
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-15,11.1,35.9,16.7,50.9
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-16,2.2,28.5,19.9,70.5
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-17,1.2,30.5,24.2,48.5
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-18,1.2,41.7,15.2,56.3
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-19,0.3,39.7,22.6,42.4
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-20,7.6,29.7,21.4,73.5
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-21,1.3,35.0,20.9,85.8
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-22,43.6,37.2,26.1,72.3
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-23,16.7,34.1,22.9,82.3
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-24,20.0,28.3,16.4,86.6
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-25,6.7,41.9,25.3,80.9
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-26,3.9,31.6,22.8,84.0
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-27,10.3,34.6,24.8,74.5
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-28,19.5,31.7,16.6,63.5
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-29,3.6,41.6,15.1,86.7
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-09-30,24.8,28.7,26.6,63.5
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-01,4.4,29.1,27.4,70.4
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-02,6.9,37.4,22.0,48.6
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-03,0.6,34.6,26.3,45.8
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-04,19.3,40.3,20.1,52.7
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-05,7.7,29.7,19.5,44.2
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-06,9.2,36.6,19.4,53.8
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-07,1.8,29.3,26.6,65.5
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-08,3.9,31.3,21.5,50.6
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-09,5.1,38.9,16.9,43.7
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-10,5.2,29.5,22.1,66.7
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-11,0.7,36.3,21.5,65.5
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-12,1.3,39.7,16.1,61.9
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-13,0.9,39.9,17.9,78.4
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-14,2.8,40.2,22.7,67.8
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-15,4.8,35.9,26.0,42.5
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-16,2.1,39.4,26.0,81.7
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-17,2.8,41.9,17.4,48.7
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-18,0.1,41.9,19.5,78.1
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-19,0.2,32.2,23.1,66.2
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-20,0.7,34.5,16.4,67.1
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-21,0.3,36.9,17.0,67.4
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-22,0.4,33.6,19.6,77.8
23.4_81.5,23.366751,81.498457,Uttar Pradesh,2025-10-23,3.1,41.1,27.0,76.2
